recording has been started
action target inititated
caught a record at 3.30387
caught a record at 3.30403
caught a record at 3.30419
caught a record at 3.30435
caught a record at 3.30451
caught a record at 3.30466
caught a record at 3.30483
caught a record at 3.30497
caught a record at 3.3051
caught a record at 3.30522
caught a record at 3.30536
caught a record at 3.30549
caught a record at 3.30571
caught a record at 3.30583
caught a record at 3.30595
caught a record at 3.30606
caught a record at 3.30617
caught a record at 3.30629
caught a record at 3.30641
caught a record at 3.30653
caught a record at 3.30665
caught a record at 3.30678
caught a record at 3.3069
caught a record at 3.30702
caught a record at 3.30715
caught a record at 3.30728
caught a record at 3.30742
caught a record at 3.30755
caught a record at 3.30767
caught a record at 3.3078
caught a record at 3.30791
caught a record at 3.30844
caught a record at 3.30858
caught a record at 3.30878
caught a record at 3.30891
caught a record at 3.30902
caught a record at 3.30913
caught a record at 3.30926
caught a record at 3.3094
caught a record at 3.30955
caught a record at 3.30968
caught a record at 3.30983
caught a record at 3.30998
caught a record at 3.31013
caught a record at 3.31028
caught a record at 3.31043
caught a record at 3.31058
caught a record at 3.31073
caught a record at 3.31089
caught a record at 3.31101
caught a record at 3.31113
caught a record at 3.31125
caught a record at 3.31138
caught a record at 3.3115
caught a record at 3.31163
caught a record at 3.31175
caught a record at 3.31191
caught a record at 3.31207
caught a record at 3.31223
caught a record at 3.31239
caught a record at 3.31255
caught a record at 3.31271
caught a record at 3.31288
caught a record at 3.31301
caught a record at 3.31315
caught a record at 3.31329
caught a record at 3.31342
caught a record at 3.31357
caught a record at 3.31378
caught a record at 3.31393
caught a record at 3.31407
caught a record at 3.31421
caught a record at 3.31435
caught a record at 3.31449
caught a record at 3.31463
caught a record at 3.31476
caught a record at 3.3149
caught a record at 3.31504
caught a record at 3.31518
caught a record at 3.31531
caught a record at 3.31545
caught a record at 3.31559
caught a record at 3.31575
caught a record at 3.31588
caught a record at 3.31627
caught a record at 3.3164
caught a record at 3.31652
caught a record at 3.31664
caught a record at 3.31677
caught a record at 3.31693
caught a record at 3.31708
caught a record at 3.31723
caught a record at 3.31737
caught a record at 3.31752
caught a record at 3.31768
caught a record at 3.31783
caught a record at 3.31796
caught a record at 3.31808
caught a record at 3.31821
caught a record at 3.31833
caught a record at 3.31846
caught a record at 3.31858
caught a record at 3.3187
caught a record at 3.31885
caught a record at 3.31899
caught a record at 3.31912
caught a record at 3.31926
caught a record at 3.31942
caught a record at 3.31956
caught a record at 3.3197
caught a record at 3.31983
caught a record at 3.31997
caught a record at 3.3201
caught a record at 3.32024
caught a record at 3.32037
caught a record at 3.32051
caught a record at 3.32064
caught a record at 3.32078
caught a record at 3.32093
caught a record at 3.32106
caught a record at 3.32119
caught a record at 3.32133
caught a record at 3.32147
caught a record at 3.32163
caught a record at 3.32181
caught a record at 3.32195
caught a record at 3.32209
caught a record at 3.32222
caught a record at 3.32238
caught a record at 3.32252
caught a record at 3.32266
caught a record at 3.3228
caught a record at 3.32295
caught a record at 3.32309
caught a record at 3.32322
caught a record at 3.32336
caught a record at 3.3235
caught a record at 3.32365
caught a record at 3.3238
caught a record at 3.32394
caught a record at 3.32408
caught a record at 3.32421
caught a record at 3.32433
caught a record at 3.32446
caught a record at 3.32459
caught a record at 3.32473
caught a record at 3.32494
caught a record at 3.32514
caught a record at 3.32564
caught a record at 3.32583
caught a record at 3.32596
caught a record at 3.32609
caught a record at 3.32621
caught a record at 3.32634
caught a record at 3.32647
caught a record at 3.3266
caught a record at 3.32672
caught a record at 3.32684
caught a record at 3.32697
caught a record at 3.32709
caught a record at 3.32722
caught a record at 3.32734
caught a record at 3.32746
caught a record at 3.32758
caught a record at 3.89407
caught a record at 3.8945
caught a record at 3.89494
caught a record at 3.8951
caught a record at 3.89525
caught a record at 3.89537
caught a record at 3.89549
caught a record at 3.89562
caught a record at 3.89576
caught a record at 3.8959
caught a record at 3.89602
caught a record at 3.89615
caught a record at 3.89628
caught a record at 3.89641
caught a record at 3.89655
caught a record at 3.89668
caught a record at 3.89686
caught a record at 3.89706
caught a record at 3.89725
caught a record at 3.89743
caught a record at 3.89764
caught a record at 3.89784
caught a record at 3.89803
caught a record at 3.89818
caught a record at 3.89835
caught a record at 3.89853
caught a record at 3.89869
caught a record at 3.89884
caught a record at 3.89901
caught a record at 3.89919
caught a record at 3.89935
caught a record at 3.8995
caught a record at 3.89967
caught a record at 3.89985
caught a record at 3.90001
caught a record at 3.90017
caught a record at 3.90034
caught a record at 3.90051
caught a record at 3.90067
caught a record at 3.90082
caught a record at 3.90096
caught a record at 3.90108
caught a record at 3.9012
caught a record at 3.90131
caught a record at 3.90143
caught a record at 3.90155
caught a record at 3.90167
caught a record at 3.90182
caught a record at 3.90196
caught a record at 3.9021
caught a record at 3.90224
caught a record at 3.90239
caught a record at 3.90252
caught a record at 3.90266
caught a record at 3.90284
caught a record at 3.903
caught a record at 3.90314
caught a record at 3.90328
caught a record at 3.90342
caught a record at 3.90356
caught a record at 3.90372
caught a record at 3.90387
caught a record at 3.904
caught a record at 3.90412
caught a record at 3.90424
caught a record at 3.90437
caught a record at 3.90449
caught a record at 3.90462
caught a record at 3.90478
caught a record at 3.90492
caught a record at 3.90509
caught a record at 3.90521
caught a record at 3.90534
caught a record at 3.90547
caught a record at 3.90561
caught a record at 3.90573
caught a record at 3.90589
caught a record at 3.90601
caught a record at 3.90612
caught a record at 3.90624
caught a record at 3.90635
caught a record at 3.90648
caught a record at 3.90662
caught a record at 3.90678
caught a record at 3.90692
caught a record at 3.90708
caught a record at 3.90723
caught a record at 3.90737
caught a record at 3.90751
caught a record at 3.90766
caught a record at 3.90783
caught a record at 3.90797
caught a record at 3.90812
caught a record at 3.90826
caught a record at 3.90842
caught a record at 3.90856
caught a record at 3.90871
caught a record at 3.90885
caught a record at 3.909
caught a record at 3.90914
caught a record at 3.90929
caught a record at 3.90943
caught a record at 3.9096
caught a record at 3.90974
caught a record at 3.91023
caught a record at 3.9104
caught a record at 3.91055
caught a record at 3.91069
caught a record at 3.91083
caught a record at 3.91098
caught a record at 3.91114
caught a record at 3.91128
caught a record at 3.91142
caught a record at 3.91156
caught a record at 3.91172
caught a record at 3.91187
caught a record at 3.91201
caught a record at 3.91216
caught a record at 3.91231
caught a record at 3.91248
caught a record at 3.91262
caught a record at 3.91277
caught a record at 3.91292
caught a record at 3.91306
caught a record at 3.9132
caught a record at 3.91334
caught a record at 3.91349
caught a record at 3.91365
caught a record at 3.91379
caught a record at 3.91393
caught a record at 3.91408
caught a record at 3.91424
caught a record at 3.91438
caught a record at 3.91452
caught a record at 3.91467
caught a record at 3.91481
caught a record at 3.91495
caught a record at 3.9151
caught a record at 3.91524
caught a record at 3.91538
caught a record at 3.91553
caught a record at 3.91568
caught a record at 3.91582
caught a record at 3.91597
caught a record at 3.91612
caught a record at 3.91627
caught a record at 3.91641
caught a record at 3.91655
caught a record at 3.91671
caught a record at 3.91686
caught a record at 3.917
caught a record at 3.91714
caught a record at 3.91729
caught a record at 3.91744
caught a record at 3.91759
caught a record at 3.91774
caught a record at 3.91789
caught a record at 3.91802
caught a record at 3.91815
caught a record at 3.91828
caught a record at 3.91841
caught a record at 3.91855
caught a record at 3.91867
caught a record at 3.91883
caught a record at 3.91898
caught a record at 3.91912
caught a record at 3.91927
caught a record at 3.91943
caught a record at 3.91959
caught a record at 3.91973
caught a record at 3.91988
caught a record at 3.92001
caught a record at 3.92014
caught a record at 3.92027
caught a record at 3.9204
caught a record at 3.92053
caught a record at 3.92066
caught a record at 3.92081
caught a record at 3.92098
caught a record at 3.92112
caught a record at 3.92126
caught a record at 3.92141
caught a record at 3.92158
caught a record at 3.92172
caught a record at 3.92186
caught a record at 3.922
caught a record at 3.92213
caught a record at 3.92226
caught a record at 3.92239
caught a record at 3.92253
caught a record at 3.92266
caught a record at 3.92278
caught a record at 3.92293
caught a record at 3.92307
caught a record at 3.92321
caught a record at 3.92335
caught a record at 3.92348
caught a record at 3.92363
caught a record at 3.92379
caught a record at 3.92395
caught a record at 3.92433
caught a record at 3.92448
caught a record at 3.92463
caught a record at 3.9248
caught a record at 3.92494
caught a record at 3.92508
caught a record at 3.9252
caught a record at 3.92532
caught a record at 3.92548
caught a record at 3.92561
caught a record at 3.92579
caught a record at 3.92634
caught a record at 3.92653
caught a record at 3.92675
caught a record at 3.92694
caught a record at 3.92709
caught a record at 3.92726
caught a record at 3.92739
caught a record at 3.92753
caught a record at 3.92766
caught a record at 3.92778
caught a record at 3.92791
caught a record at 3.92805
caught a record at 3.92817
caught a record at 3.9283
caught a record at 3.92843
caught a record at 3.92856
caught a record at 3.92868
caught a record at 3.92887
caught a record at 3.92906
caught a record at 3.92924
caught a record at 3.92943
caught a record at 3.92962
caught a record at 3.9298
caught a record at 3.92992
caught a record at 3.93004
caught a record at 3.93016
